post_author,post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,total_sales,tax:product_type,tax:product_visibility,product_cat,tax:product_tag,tax:product_shipping_class
36,Asajj Ventress - Dark Blue Torso without skirt and lightsabers,asajj-ventress-dark-blue-torso-without-skirt-and-lightsabers,,8051,"<p>Asajj Ventress was a female Dathomirian who was a valuable agent to Count Dooku. Originally a Nightsister from Dathomir, Ventress was taken as a slave to Rattatak and trained as a Jedi Padawan by Jedi Knight Ky Narec. However, after Narec was slain, Ventress gave into her anger and began walking the path of the dark side; taking up the lightsaber of her dead master, she trained herself in the Jar'Kai style of lightsaber combat, before slaying all the warlords on Rattatak and installing herself as its ruler....<br></p>",<p>NEW !!! Asajj Ventress - Dark Blue Torso - sw0195 from Set 7676 original LEGO figure.</p>,publish,,0,2023-02-05 21:59:23,open,,,,no,no,3,20,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2023/02/DSC04661-Copy.jpg,,https://grailcavern.com/product/asajj-ventress-dark-blue-torso-without-skirt-and-lightsabers/,0,simple,,"Minifigures,Star Wars",,
36,The Witcher custom minifigure,the-witcher-custom-minifigure,,8053,"<p>The Witcher (Polish: Wiedźmin pronounced) is a series of six fantasy novels and 15 short stories written by Polish author Andrzej Sapkowski. The series revolves around the eponymous ""witcher"", Geralt of Rivia. In Sapkowski's works, ""witchers"" are beast hunters who develop supernatural abilities at a young age to battle wild beasts and monsters. The Witcher began with a titular 1986 short story that Sapkowski entered into a competition held by Fantastyka magazine, marking his debut as an author. Due to reader demand, Sapkowski wrote 14 more stories before starting a series of novels in 1994. Known as The Witcher Saga, he wrote one book a year until the fifth and final installment in 1999. A standalone prequel novel, Season of Storms, was published in 2013....<br></p>","<p><strong>The Witcher</strong></p><p data-mce-style=""text-align: left;"" style=""border: none;font-size: 21px;line-height: 1.476;margin-right: auto;margin-bottom: 1.25em;margin-left: auto;padding: 0px""><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center"">Custom </span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center"">figure</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center""> –</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 18.6667px; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 18.6667px;text-align: -webkit-center""><span data-mce-style=""font-size: 14pt;"" style=""font-size: 14pt""> with original </span></span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center"">LEGO</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center""><span data-mce-style=""font-family: Arial; font-size: small;"" style=""font-size: small""><span data-mce-style=""font-size: large;"" style=""font-size: large"">® parts</span></span></span></p><p data-mce-style=""text-align: left;"" style=""border: none;font-size: 21px;line-height: 1.476;margin-right: auto;margin-bottom: 0px;margin-left: auto;padding: 0px""><span data-mce-style=""color: #000000; font-family: Arial; font-size: 18.6667px; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 18.6667px;text-align: -webkit-center""><span data-mce-style=""font-size: 18.6667px;"" style=""font-size: 18.6667px"">Made from 100% authentic Lego parts. <span data-mce-style=""color: #ff0010;"">Using custom </span></span></span><span data-mce-style=""font-family: Arial; text-align: -webkit-center; color: #ff0010; font-size: 18.6667px;"" style=""font-family: Arial;text-align: -webkit-center;font-size: 18.6667px"">PAD</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 18.6667px; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 18.6667px;text-align: -webkit-center""><span data-mce-style=""color: #ff0010;""> printing</span>. Designed with passion, care and precision.</span></p>",publish,,0,2023-02-05 22:02:59,open,,,,no,no,12,30,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2023/02/DSC04684-Copy.jpg,,https://grailcavern.com/product/the-witcher-custom-minifigure/,0,simple,,"Minifigures,Pad printed",,
36,Super Mario custom minifigure,super-mario-custom-minifigure,,8054,"<p>Super Mario (also known as Super Mario Bros. and Mario) is a platform game series created by Nintendo starring their mascot, Mario. It is the central series of the greater Mario franchise. At least one Super Mario game has been released for every major Nintendo video game console. There are more than 20 games in the series.<br></p>","<p><strong>Super Mario</strong></p><p data-mce-style=""text-align: left;"" style=""border: none;font-size: 21px;line-height: 1.476;margin-right: auto;margin-bottom: 1.25em;margin-left: auto;padding: 0px""><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center"">Custom </span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center"">figure</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center""> –</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 18.6667px; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 18.6667px;text-align: -webkit-center""><span data-mce-style=""font-size: 14pt;"" style=""font-size: 14pt""> with original </span></span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center"">LEGO</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center""><span data-mce-style=""font-family: Arial; font-size: small;"" style=""font-size: small""><span data-mce-style=""font-size: large;"" style=""font-size: large"">® parts</span></span></span></p><p data-mce-style=""text-align: left;"" style=""border: none;font-size: 21px;line-height: 1.476;margin-right: auto;margin-bottom: 0px;margin-left: auto;padding: 0px""><span data-mce-style=""color: #000000; font-family: Arial; font-size: 18.6667px; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 18.6667px;text-align: -webkit-center""><span data-mce-style=""font-size: 18.6667px;"" style=""font-size: 18.6667px"">Made from 100% authentic Lego parts. <span data-mce-style=""color: #ff0010;"">Using custom </span></span></span><span data-mce-style=""font-family: Arial; text-align: -webkit-center; color: #ff0010; font-size: 18.6667px;"" style=""font-family: Arial;text-align: -webkit-center;font-size: 18.6667px"">PAD</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 18.6667px; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 18.6667px;text-align: -webkit-center""><span data-mce-style=""color: #ff0010;""> printing</span>. Designed with passion, care and precision.</span></p>",publish,,0,2023-02-05 22:05:33,open,,,,no,no,20,30,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2023/02/DSC04704-Copy.jpg,,https://grailcavern.com/product/super-mario-custom-minifigure/,0,simple,,"Minifigures,Pad printed",,
36,Edward Scissorhands custom minifigure,edward-scissorhands-custom-minifigure,,8055,"<p>Edward Scissorhands is a 1990 American fantasy romance film directed by Tim Burton. It was produced by Burton and Denise Di Novi, written by Caroline Thompson from a story by her and Burton, and starring Johnny Depp, Winona Ryder, Anthony Michael Hall, Dianne Wiest, Kathy Baker, Alan Arkin, and Vincent Price. It tells the story of an unfinished artificial humanoid who has scissor blades instead of hands that is taken in by a suburban family and falls in love with their teenage daughter....<br></p>","<p><strong>Edward Scissorhands</strong></p><p data-mce-style=""text-align: left;"" style=""border: none;font-size: 21px;line-height: 1.476;margin-right: auto;margin-bottom: 1.25em;margin-left: auto;padding: 0px""><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center"">Custom </span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center"">figure</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center""> –</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 18.6667px; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 18.6667px;text-align: -webkit-center""><span data-mce-style=""font-size: 14pt;"" style=""font-size: 14pt""> with original </span></span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center"">LEGO</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center""><span data-mce-style=""font-family: Arial; font-size: small;"" style=""font-size: small""><span data-mce-style=""font-size: large;"" style=""font-size: large"">® parts</span></span></span></p><p data-mce-style=""text-align: left;"" style=""border: none;font-size: 21px;line-height: 1.476;margin-right: auto;margin-bottom: 0px;margin-left: auto;padding: 0px""><span data-mce-style=""color: #000000; font-family: Arial; font-size: 18.6667px; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 18.6667px;text-align: -webkit-center""><span data-mce-style=""font-size: 18.6667px;"" style=""font-size: 18.6667px"">Made from 100% authentic Lego parts. <span data-mce-style=""color: #ff0010;"">Using custom </span></span></span><span data-mce-style=""font-family: Arial; text-align: -webkit-center; color: #ff0010; font-size: 18.6667px;"" style=""font-family: Arial;text-align: -webkit-center;font-size: 18.6667px"">PAD</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 18.6667px; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 18.6667px;text-align: -webkit-center""><span data-mce-style=""color: #ff0010;""> printing</span>. Designed with passion, care and precision.</span></p>",publish,,0,2023-02-05 22:09:11,open,,,,no,no,4,35,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2023/02/DSC04682-Copy.jpg,,https://grailcavern.com/product/edward-scissorhands-custom-minifigure/,0,simple,,"Minifigures,Pad printed",,
36,Custom Red Darth Vader with orig. Lego parts,custom-darth-vader-with-orig-lego-parts,,8056,"<p>Anakin Skywalker was a Force-sensitive Human male who served the Galactic Republic as a Jedi Knight and later served the Galactic Empire as the Sith Lord Darth Vader. Born to the slave Shmi Skywalker in 41.9 BBY, Anakin was conceived by midi-chlorians, the symbiotic organisms that allowed individuals to touch the Force, and he and his mother were brought to the desert planet of Tatooine to be the slaves of Gardulla the Hutt. They soon ended up as the property of the Toydarian Watto, and Skywalker exhibited exceptional piloting skills and a reputation for being able to build and repair anything even at a young age. In 32 BBY, Skywalker encountered the Jedi Qui-Gon Jinn and Padmé Amidala, and he helped them secure the parts they needed for their starship by winning the Boonta Eve Classic podracing event—only to learn that he had also won his freedom in doing so....<br></p>","<p>Custom Darth Vader with lightsaber</p><p>All parts: legs, torso and head are original Lego. Custom pad print on torso. Custom plastic injection molded helmet in perfect quality.</p>",publish,,0,2023-02-05 22:38:04,open,,,,no,no,4,60,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2023/02/DSC04665-Copy.jpg,,https://grailcavern.com/product/custom-darth-vader-with-orig-lego-parts/,0,simple,,"Minifigures,Pad printed,Star Wars",,
36,Custom Darth Vader with orig. Lego parts,custom-darth-vader-with-orig-lego-parts-2,,8057,"<p>Anakin Skywalker was a Force-sensitive Human male who served the Galactic Republic as a Jedi Knight and later served the Galactic Empire as the Sith Lord Darth Vader. Born to the slave Shmi Skywalker in 41.9 BBY, Anakin was conceived by midi-chlorians, the symbiotic organisms that allowed individuals to touch the Force, and he and his mother were brought to the desert planet of Tatooine to be the slaves of Gardulla the Hutt. They soon ended up as the property of the Toydarian Watto, and Skywalker exhibited exceptional piloting skills and a reputation for being able to build and repair anything even at a young age. In 32 BBY, Skywalker encountered the Jedi Qui-Gon Jinn and Padmé Amidala, and he helped them secure the parts they needed for their starship by winning the Boonta Eve Classic podracing event—only to learn that he had also won his freedom in doing so....<br></p>","<p>Custom Darth Vader with lightsaber</p><p>All parts: legs, torso and head are original Lego. Custom pad print on torso. Custom plastic injection molded helmet in perfect quality.</p>",publish,,0,2023-02-05 22:45:27,open,,,,no,no,16,25,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2023/02/DSC04668-Copy.jpg,,https://grailcavern.com/product/custom-darth-vader-with-orig-lego-parts-2/,0,simple,,"Minifigures,Pad printed,Star Wars",,
36,"Boba Fett, Young - Yellow Head Item No: sw0054",boba-fett-young-yellow-head-item-no-sw0054,,8058,"<p>Boba Fett was a renowned human male Mandalorian bounty hunter of Clan Fett whose career spanned decades, from the fall of the Galactic Republic to the end of the rule of the Galactic Empire and the era that followed where he ascensed as ruler of Mandalore. Originally code-named unit A0050, he was an unaltered clone of the famed Mandalorian bounty hunter Jango Fett. Boba emulated his father and genetic donor by wearing a customized suit of Mandalorian armor. His personal starship was the Slave I, a Firespray-31-class patrol and attack craft that once belonged to Jango. Trained in combat and martial skills from a young age, Fett was one of the most feared bounty hunters in the galaxy during the reign of Emperor Palpatine. He became a legend over the course of his career, which included contracts for both the Empire and the extensive criminal underworld....</p>","<p>NEW !!! Boba Fett, Young - Yellow Head Item No: sw0054 from Set 7153 original LEGO figure.</p>",publish,,0,2023-02-05 22:52:07,open,,,,no,no,2,35,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2023/02/DSC04649-Copy.jpg,,https://grailcavern.com/product/boba-fett-young-yellow-head-item-no-sw0054/,0,simple,,"Minifigures,Star Wars",,
882,Triumph,triumph,,8063,<p>UV printed figure; printed onto genuine minifigure parts.</p><p><br></p>,<p>Triumph superhero minifigure. Printed onto genuine Lego minifigure parts. Features printing on the front and back as well as left and right sides of the figure.</p><p><br></p>,publish,,0,2023-02-06 20:11:42,open,,,,no,no,0,23.99,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2023/02/IMG_1042.jpg,,https://grailcavern.com/product/triumph/,0,simple,,"Superheroes,Superheros,Uv printed",DC Superhero Justice League,
36,Mr. Negative custom minifigure,mr-negative-custom-minifigure,,8074,"<p>Mister Negative is a supervillain appearing in American comic books published by Marvel Comics. The character is usually depicted as an enemy of Spider-Man, the Punisher, Shang-Chi, and Cloak &amp; Dagger. The character was created by Dan Slott and Phil Jimenez, and first appeared in ""Swing Shift"", a story in Free Comic Book Day: The Amazing Spider-Man #1 (May 2007). The name ""Mister Negative"" is a reference to photographic negative, as the colors of his skin, hair, and costume are inverted when he transforms into his alter ego....</p>","<p><strong>Mr. Negative</strong></p><p data-mce-style=""text-align: left;"" style=""border: none;font-size: 21px;line-height: 1.476;margin-right: auto;margin-bottom: 1.25em;margin-left: auto;padding: 0px""><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center"">Custom </span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center"">figure</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center""> –</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 18.6667px; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 18.6667px;text-align: -webkit-center""><span data-mce-style=""font-size: 14pt;"" style=""font-size: 14pt""> with original </span></span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center"">LEGO</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center""><span data-mce-style=""font-family: Arial; font-size: small;"" style=""font-size: small""><span data-mce-style=""font-size: large;"" style=""font-size: large"">® parts</span></span></span></p><p data-mce-style=""text-align: left;"" style=""border: none;font-size: 21px;line-height: 1.476;margin-right: auto;margin-bottom: 0px;margin-left: auto;padding: 0px""><span data-mce-style=""color: #000000; font-family: Arial; font-size: 18.6667px; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 18.6667px;text-align: -webkit-center""><span data-mce-style=""font-size: 18.6667px;"" style=""font-size: 18.6667px"">Made from 100% authentic Lego parts. <span data-mce-style=""color: #ff0010;"">Using custom </span></span></span><span data-mce-style=""font-family: Arial; text-align: -webkit-center; color: #ff0010; font-size: 18.6667px;"" style=""font-family: Arial;text-align: -webkit-center;font-size: 18.6667px"">PAD</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 18.6667px; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 18.6667px;text-align: -webkit-center""><span data-mce-style=""color: #ff0010;""> printing</span>. Designed with passion, care and precision.</span></p>",publish,,0,2023-02-06 23:30:17,open,,,,no,no,8,40,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2023/02/DSC04713-Copy.jpg,,https://grailcavern.com/product/mr-negative-custom-minifigure/,0,simple,,"Minifigures,Pad printed,Superheroes,Superheros",,
36,Raoul Duke & Dr. Gonzo custom minifigures,raoul-duke-dr-gonzo-custom-minifigures,,8075,"<p>Fear and Loathing in Las Vegas is a 1998 American black comedy adventure film adapted from Hunter S. Thompson's 1971 novel of the same name. It was co-written and directed by Terry Gilliam, and stars Johnny Depp and Benicio del Toro as Raoul Duke and Dr. Gonzo, respectively. The film details the duo's journey through Las Vegas as their initial journalistic intentions devolve into an exploration of the city under the influence of psychoactive substances. The film received mixed reviews from critics and was a financial failure, but has since become a cult classic among film fans....</p>","<p><b>Raoul Duke &amp; Dr. Gonzo from movie: ""Fair and loathing in  Las Vegas""</b></p><p data-mce-style=""text-align: left;"" style=""border: none;font-size: 21px;line-height: 1.476;margin-right: auto;margin-bottom: 1.25em;margin-left: auto;padding: 0px""><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center"">Custom </span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center"">figure</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center""> –</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 18.6667px; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 18.6667px;text-align: -webkit-center""><span data-mce-style=""font-size: 14pt;"" style=""font-size: 14pt""> with original </span></span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center"">LEGO</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center""><span data-mce-style=""font-family: Arial; font-size: small;"" style=""font-size: small""><span data-mce-style=""font-size: large;"" style=""font-size: large"">® parts</span></span></span></p><p data-mce-style=""text-align: left;"" style=""border: none;font-size: 21px;line-height: 1.476;margin-right: auto;margin-bottom: 0px;margin-left: auto;padding: 0px""><span data-mce-style=""color: #000000; font-family: Arial; font-size: 18.6667px; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 18.6667px;text-align: -webkit-center""><span data-mce-style=""font-size: 18.6667px;"" style=""font-size: 18.6667px"">Made from 100% authentic Lego parts. <span data-mce-style=""color: #ff0010;"">Using custom </span></span></span><span data-mce-style=""font-family: Arial; text-align: -webkit-center; color: #ff0010; font-size: 18.6667px;"" style=""font-family: Arial;text-align: -webkit-center;font-size: 18.6667px"">PAD</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 18.6667px; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 18.6667px;text-align: -webkit-center""><span data-mce-style=""color: #ff0010;""> printing</span>. Designed with passion, care and precision.</span></p>",publish,,0,2023-02-06 23:42:49,open,,,,no,no,16,80,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2023/02/DSC04699-Copy.jpg,,https://grailcavern.com/product/raoul-duke-dr-gonzo-custom-minifigures/,0,simple,,"Minifigures,Pad printed",,
36,Mace Windu custom minifigure with lightsaber,mace-windu-custom-minifigure-with-lightsaber,,8076,"<p>Mace Windu was a male Korun Human Jedi Master of legendary status who was the Master of the Order in the days leading up to the Battle of Geonosis, after which he gave the title to Grand Master Yoda. Hailing from the world of Haruun Kal, Mace Windu served as one of the last members of the Jedi High Council before the Great Jedi Purge. Serving on the Council, Windu was often regarded as second only to the Grand Master Yoda, though Windu was eight centuries Yoda's junior. Windu's wisdom and power were considered legendary by many, as were the weight of his words....</p>","<p><b>Mace Windu</b></p><p data-mce-style=""text-align: left;"" style=""border: none;font-size: 21px;line-height: 1.476;margin-right: auto;margin-bottom: 1.25em;margin-left: auto;padding: 0px""><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center"">Custom </span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center"">figure</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center""> –</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 18.6667px; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 18.6667px;text-align: -webkit-center""><span data-mce-style=""font-size: 14pt;"" style=""font-size: 14pt""> with original </span></span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center"">LEGO</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center""><span data-mce-style=""font-family: Arial; font-size: small;"" style=""font-size: small""><span data-mce-style=""font-size: large;"" style=""font-size: large"">® parts</span></span></span></p><p data-mce-style=""text-align: left;"" style=""border: none;font-size: 21px;line-height: 1.476;margin-right: auto;margin-bottom: 0px;margin-left: auto;padding: 0px""><span data-mce-style=""color: #000000; font-family: Arial; font-size: 18.6667px; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 18.6667px;text-align: -webkit-center""><span data-mce-style=""font-size: 18.6667px;"" style=""font-size: 18.6667px"">Made from 100% authentic Lego parts. <span data-mce-style=""color: #ff0010;"">Using custom </span></span></span><span data-mce-style=""font-family: Arial; text-align: -webkit-center; color: #ff0010; font-size: 18.6667px;"" style=""font-family: Arial;text-align: -webkit-center;font-size: 18.6667px"">PAD</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 18.6667px; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 18.6667px;text-align: -webkit-center""><span data-mce-style=""color: #ff0010;""> printing</span>. Designed with passion, care and precision.</span></p>",publish,,0,2023-02-06 23:48:55,open,,,,no,no,14,40,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2023/02/DSC04653-Copy.jpg,,https://grailcavern.com/product/mace-windu-custom-minifigure-with-lightsaber/,0,simple,,"Minifigures,Pad printed,Star Wars",,
36,Original Lego Princess Leia (Cloud City) Item No: sw0104,princess-leia-cloud-city-item-no-sw0104,,8077,"<p>Leia Organa Solo (born Leia Amidala Skywalker), a Force-sensitive Human female was at various stages of her life, a politician, revolutionary, and Jedi Knight of the New Jedi Order. The daughter of Jedi Knight Anakin Skywalker and Senator Padmé Amidala of Naboo, Leia was the younger twin sister of Luke Skywalker, and, shortly after her birth, she became the adopted daughter of Bail Organa and Queen Breha of Alderaan, making her a Princess of Alderaan. An accomplished Senator, Leia Organa was most famous for her strong leadership during the Galactic Civil War and other subsequent galactic conflicts, making her one of the galaxy's greatest heroes. Later she married Han Solo, and became the mother of their three children: Jaina, Jacen, and Anakin Solo. Around the start of the Swarm War, Leia unknowingly became a grandmother through Jacen's daughter Allana....<br></p>",<p>NEW !!! Princess Leia (Cloud City) Item No: sw0104 from Set 10123 original LEGO figure.</p>,publish,,0,2023-02-06 23:53:39,open,,,,no,no,1,200,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2023/02/DSC04705-Copy.jpg,,https://grailcavern.com/product/princess-leia-cloud-city-item-no-sw0104/,0,simple,,"Minifigures,Star Wars",,
36,Custom Death Star Trooper Helmet 3d printed and painted.,custom-death-star-trooper-helmet-3d-printed-and-painted,,8106,<p><br></p>,"<p><font style=""vertical-align: inherit""><font style=""vertical-align: inherit"">Sie erhalten hier einen benutzerdefinierten Death Star Trooper 3D gedruckt und bemalt. </font><font style=""vertical-align: inherit"">Figur ist nicht enthalten, nur ein Helm !</font></font></p>",publish,,0,2023-02-10 21:33:47,open,,,,no,no,16,6,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2023/02/DSC04725-Copy.jpg,,https://grailcavern.com/product/custom-death-star-trooper-helmet-3d-printed-and-painted/,3,simple,,"3d printed,Helmets,Painted,Star Wars",,
